Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Full Time
61U1069,424127,428193,3,3,A62,1,1,1,E08000035,9,1,3,1,45,2019-01-30 16:30:00
61U1079,430285,434323,3,2,A58(M),2,4,1,E08000035,9,1,3,1,28,2019-01-30 16:30:00
61U1275,432052,425605,2,1,M1,2,4,1,E08000035,9,1,3,1,51,2019-01-30 18:00:00
61V1358,420894,434451,2,3,A647,4,1,1,E08000035,9,1,3,2,39,2019-01-31 11:45:00
6210373,417424,441806,2,6,U,3,1,3,E08000035,9,1,3,1,72,2019-02-01 09:00:00
6210696,434169,436127,4,6,U,1,1,1,E08000035,9,1,3,1,29,2019-02-01 12:25:00
6210696,434169,436127,4,6,U,1,1,1,E08000035,9,2,3,2,88,2019-02-01 12:25:00
6211450,433113,434027,2,4,B6159,2,4,1,E08000035,9,2,3,2,22,2019-02-01 18:07:00
6211469,428539,434634,2,6,U,1,4,1,E08000035,9,1,3,2,27,2019-01-31 19:00:00
6220559,421481,434418,2,4,B6157,3,1,1,E08000035,9,1,3,1,35,2019-02-02 10:20:00
6220569,431082,433729,2,2,A64(M),1,1,1,E08000035,9,2,1,2,77,2019-02-02 10:33:00
6220569,431082,433729,2,2,A64(M),1,1,1,E08000035,9,2,3,2,51,2019-02-02 10:33:00
6220569,431082,433729,2,2,A64(M),1,1,1,E08000035,9,1,3,1,71,2019-02-02 10:33:00
6220595,426901,439315,2,6,U,1,1,1,E08000035,9,1,3,2,31,2019-02-02 10:50:00
6220595,426901,439315,2,6,U,1,1,1,E08000035,9,1,3,1,42,2019-02-02 10:50:00
6220919,426512,427195,2,6,U,1,1,1,E08000035,9,1,3,2,20,2019-02-01 12:30:00
6220919,426512,427195,2,6,U,1,1,1,E08000035,9,2,3,2,30,2019-02-01 12:30:00
6221139,425552,427914,2,3,A643,1,1,1,E08000035,9,2,3,2,33,2019-02-02 15:52:00
6221250,427448,432585,1,6,U,2,1,1,E08000035,9,3,2,1,63,2019-02-02 16:40:00
6221971,432631,434576,1,6,U,4,4,1,E08000035,9,3,3,1,43,2019-02-02 22:54:00
6221994,426929,429269,3,3,A643,4,4,1,E08000035,9,2,2,1,21,2019-02-02 23:05:00
6222008,429991,434152,2,6,U,2,4,1,E08000035,1,1,3,1,27,2019-02-02 23:14:00
6230571,436022,434828,1,6,U,4,4,1,E08000035,9,3,2,1,16,2019-02-02 20:10:00
6240642,430787,433346,2,3,A61,1,1,1,E08000035,8,1,3,1,62,2019-02-04 12:03:00
6240642,430787,433346,2,3,A61,1,1,1,E08000035,8,2,3,2,45,2019-02-04 12:03:00
6240642,430787,433346,2,3,A61,1,1,1,E08000035,9,1,3,1,50,2019-02-04 12:03:00
6240642,430787,433346,2,3,A61,1,1,1,E08000035,9,2,3,2,2,2019-02-04 12:03:00
6240869,430973,439006,3,6,U,1,1,1,E08000035,19,1,3,1,49,2019-02-04 13:50:00
6241061,434451,436311,1,6,U,1,1,1,E08000035,9,3,3,1,11,2019-02-04 15:10:00
6241182,441913,430132,2,6,U,2,1,1,E08000035,3,1,3,1,19,2019-02-04 16:00:00
6241279,429148,431754,2,6,U,1,4,1,E08000035,9,2,3,1,1,2019-02-04 16:50:00
6241426,433438,435500,1,6,U,2,4,1,E08000035,9,3,2,2,34,2019-02-04 17:50:00
6241533,428926,433413,2,3,A58,1,4,1,E08000035,9,1,3,2,26,2019-02-04 18:30:00
6250440,421304,445760,1,6,U,2,5,7,E08000035,9,1,3,2,31,2019-02-05 09:55:00
6250788,434816,435321,2,6,U,1,1,1,E08000035,9,1,3,1,48,2019-02-04 14:50:00
6250825,430445,433458,2,6,U,1,1,1,E08000035,19,2,3,1,39,2019-02-05 13:30:00
6251463,427914,441536,2,6,U,2,6,2,E08000035,9,1,3,1,40,2019-02-05 18:25:00
6251463,427914,441536,2,6,U,2,6,2,E08000035,9,1,3,2,23,2019-02-05 18:25:00
6251755,427745,436450,1,3,A660,2,4,2,E08000035,9,3,2,1,21,2019-02-05 20:46:00
6260051,429135,433853,1,6,U,2,4,2,E08000035,9,3,3,2,19,2019-02-06 00:45:00
6260273,440866,428472,1,6,U,2,1,1,E08000035,9,3,2,1,8,2019-02-06 07:30:00
6260339,429099,433513,2,6,U,1,4,1,E08000035,8,1,3,1,46,2019-02-06 05:30:00
6261166,430469,437076,1,6,U,1,1,1,E08000035,19,3,3,2,51,2019-02-06 15:55:00
6270196,429143,431739,1,6,U,2,4,5,E08000035,9,3,3,1,26,2019-02-07 06:48:00
6281353,440472,448377,1,4,B6164,2,1,1,E08000035,9,3,3,2,58,2019-02-08 14:30:00
6281459,434375,428565,2,6,U,2,4,2,E08000035,9,1,3,1,23,2019-02-08 17:00:00
6281459,434375,428565,2,6,U,2,4,2,E08000035,9,2,3,2,44,2019-02-08 17:00:00
6281646,430437,434393,2,6,U,1,4,4,E08000035,9,1,3,2,24,2019-02-08 18:30:00
6281646,430437,434393,2,6,U,1,4,4,E08000035,9,2,3,1,14,2019-02-08 18:30:00
6281646,430437,434393,2,6,U,1,4,4,E08000035,3,1,3,1,26,2019-02-08 18:30:00
6281797,444752,432211,1,6,U,1,6,1,E08000035,3,1,2,1,15,2019-02-08 19:25:00
6282173,430413,434264,2,6,U,1,4,1,E08000035,9,1,3,2,28,2019-02-08 22:45:00
6290904,415909,442021,2,6,U,1,1,1,E08000035,9,2,1,1,52,2019-02-09 12:55:00
6290904,415909,442021,2,6,U,1,1,1,E08000035,9,2,2,1,50,2019-02-09 12:55:00
6290904,415909,442021,2,6,U,1,1,1,E08000035,9,1,3,1,47,2019-02-09 12:55:00
6290922,428516,431824,5,3,A643,1,1,1,E08000035,9,1,3,2,32,2019-02-09 13:08:00
6290922,428516,431824,5,3,A643,1,1,1,E08000035,9,1,3,2,48,2019-02-09 13:08:00
6291204,423492,431856,1,6,U,2,1,1,E08000035,9,2,3,2,34,2019-02-09 16:00:00
62A0475,427152,432517,2,6,U,2,1,1,E08000035,9,1,3,2,22,2019-02-04 13:30:00
62A0475,427152,432517,2,6,U,2,1,1,E08000035,9,2,3,2,55,2019-02-04 13:30:00
62A0482,426434,433300,2,6,U,2,4,1,E08000035,1,1,3,1,42,2019-01-29 07:57:00
62A0503,431074,430365,2,6,U,1,1,1,E08000035,1,1,3,1,34,2019-03-03 09:35:00
62A0650,440879,445707,1,3,A1,1,1,1,E08000035,4,1,2,2,54,2019-02-10 11:40:00
62A1491,436017,436581,1,3,A64,2,1,1,E08000035,9,3,2,2,51,2019-02-10 12:30:00
62B0330,425084,427379,3,3,A650,2,1,1,E08000035,3,1,1,1,17,2019-02-11 09:02:00
62B0373,433114,434024,2,4,B6159,1,1,1,E08000035,9,1,3,1,46,2019-02-11 08:15:00
62B0430,438952,431553,2,6,U,2,1,1,E08000035,3,1,3,1,50,2019-02-08 07:30:00
62B0579,432428,426182,2,1,M1,1,1,1,E08000035,19,1,3,1,46,2019-02-11 11:31:00
62B0579,432428,426182,2,1,M1,1,1,1,E08000035,21,1,3,1,46,2019-02-11 11:31:00
62B1396,427271,437142,2,6,U,1,4,1,E08000035,1,1,3,1,43,2019-02-11 17:39:00
62B1463,432180,434626,2,6,U,1,1,1,E08000035,1,1,3,1,27,2019-02-11 18:15:00
62B1735,423025,437668,2,3,A6120,1,4,1,E08000035,8,1,3,1,36,2019-02-11 20:12:00
62B1735,423025,437668,2,3,A6120,1,4,1,E08000035,8,1,3,1,32,2019-02-11 20:12:00
62C0558,430788,433346,2,3,A61,1,1,1,E08000035,9,1,3,2,38,2019-02-12 10:55:00
62C0723,427036,432779,1,6,U,1,1,1,E08000035,3,2,3,1,23,2019-02-12 12:18:00
62C1410,437044,438288,2,6,U,1,4,1,E08000035,9,1,3,1,25,2019-02-12 17:45:00
62D0260,429531,440826,2,6,U,1,1,1,E08000035,9,1,3,1,49,2019-02-13 07:09:00
62D0937,430749,438894,2,6,U,1,1,1,E08000035,1,1,3,2,22,2019-02-13 14:18:00
62D1456,431803,435597,1,3,A58,1,4,1,E08000035,9,3,3,2,42,2019-02-13 17:30:00
62D1762,428438,435044,1,6,U,1,4,1,E08000035,9,3,3,1,62,2019-02-13 20:10:00
62E0247,428961,429307,1,6,U,1,1,1,E08000035,9,1,3,1,26,2019-02-14 06:39:00
62E0310,440557,426187,2,3,A639,1,1,1,E08000035,1,1,2,1,44,2019-02-14 07:40:00
62E0789,428048,431116,2,6,U,1,1,1,E08000035,9,2,3,2,12,2019-02-14 12:25:00
62E1219,433808,434630,1,6,U,1,1,1,E08000035,9,3,3,1,78,2019-02-14 16:40:00
62F0580,430129,432175,2,6,U,1,1,1,E08000035,19,1,3,1,42,2019-02-15 11:36:00
62F0580,430129,432175,2,6,U,1,1,1,E08000035,9,1,3,1,47,2019-02-15 11:36:00
62F1194,428987,432348,3,6,U,1,1,1,E08000035,3,1,3,1,27,2019-02-15 18:21:00
62F1536,428530,431241,2,6,U,1,1,1,E08000035,9,1,3,2,55,2019-02-15 17:45:00
62F1838,432905,436748,2,6,U,1,7,1,E08000035,1,1,2,1,44,2019-02-15 07:30:00
62G1577,429514,427230,1,6,U,1,4,1,E08000035,9,3,3,2,10,2019-02-16 17:45:00
62G1577,429514,427230,1,6,U,1,4,1,E08000035,9,3,3,2,5,2019-02-16 17:45:00
62H0170,418098,445930,1,3,A660,1,6,1,E08000035,9,1,3,1,20,2019-02-17 01:49:00
62H0170,418098,445930,1,3,A660,1,6,1,E08000035,9,2,2,1,21,2019-02-17 01:49:00
62H0591,432561,433800,2,3,A64,1,1,1,E08000035,9,1,3,2,45,2019-02-17 10:41:00
62H0591,432561,433800,2,3,A64,1,1,1,E08000035,20,1,2,1,35,2019-02-17 10:41:00
62H0791,431188,431464,3,6,U,1,1,1,E08000035,9,1,3,2,43,2019-02-17 13:00:00
62H1281,428135,435423,2,6,U,1,1,1,E08000035,9,1,3,2,29,2019-02-17 11:00:00
62I0197,436751,425924,1,1,M62,2,6,1,E08000035,9,1,3,2,32,2019-02-18 04:45:00
62I0989,429063,435350,1,6,U,1,1,1,E08000035,5,3,2,2,19,2019-02-18 14:45:00
62I1890,430797,433291,3,6,U,1,4,1,E08000035,1,1,3,1,22,2019-02-18 21:15:00
62J0990,435222,438960,2,3,A58,1,1,1,E08000035,9,1,3,1,22,2019-02-19 15:05:00
62J0990,435222,438960,2,3,A58,1,1,1,E08000035,9,2,3,2,19,2019-02-19 15:05:00
62J0990,435222,438960,2,3,A58,1,1,1,E08000035,9,1,3,2,58,2019-02-19 15:05:00
62J0990,435222,438960,2,3,A58,1,1,1,E08000035,9,2,3,1,82,2019-02-19 15:05:00
62J1542,427479,436685,2,6,U,1,4,1,E08000035,9,1,3,1,35,2019-02-19 18:00:00
62K0356,430358,424163,2,1,M1,1,1,1,E08000035,9,1,3,2,46,2019-02-19 14:05:00
62K0500,429912,436614,1,6,U,1,1,1,E08000035,9,3,3,2,68,2019-02-20 11:13:00
62K1318,428003,426413,2,1,M62,1,4,1,E08000035,9,1,3,2,33,2019-02-20 18:14:00
62K1350,430478,435596,2,6,U,1,4,1,E08000035,1,1,3,1,17,2019-02-20 18:20:00
62K1528,428795,435572,1,3,A660,1,4,1,E08000035,9,3,2,1,30,2019-02-20 20:00:00
62L0267,431056,431252,1,6,U,1,1,1,E08000035,9,1,3,1,23,2019-02-21 06:19:00
62L0629,432114,435381,2,4,B6159,1,1,1,E08000035,9,1,3,1,62,2019-02-21 11:21:00
62L0885,425393,433052,1,6,U,1,1,1,E08000035,2,1,2,1,15,2019-02-21 13:34:00
62L0923,426838,439912,1,6,U,1,1,1,E08000035,9,3,2,2,78,2019-02-21 13:49:00
62L1504,437794,432381,3,1,M1,1,5,1,E08000035,9,1,3,1,49,2019-02-21 17:55:00
62L1504,437794,432381,3,1,M1,1,5,1,E08000035,9,1,3,2,26,2019-02-21 17:55:00
62M0256,432734,427498,2,6,U,1,4,1,E08000035,3,2,1,1,23,2019-02-22 06:01:00
62M0611,422702,428717,1,6,U,1,1,1,E08000035,9,3,3,1,17,2019-02-22 16:30:00
62M1817,434758,429113,1,3,A639,1,1,1,E08000035,5,3,3,1,15,2019-02-22 17:30:00
62N0130,430245,433222,1,6,U,1,4,1,E08000035,9,3,3,1,25,2019-02-23 01:21:00
62N1077,430433,437754,2,6,U,1,4,1,E08000035,1,1,3,1,26,2019-02-23 00:30:00
62N1086,423016,437653,2,3,A6120,1,1,1,E08000035,9,1,3,1,89,2019-02-23 14:40:00
62N1690,430294,428129,1,6,U,1,1,1,E08000035,9,3,3,2,15,2019-02-23 19:25:00
62N1720,430868,434204,1,6,U,1,4,1,E08000035,9,3,2,1,22,2019-02-23 19:40:00
62N1760,427505,425503,1,3,A653,1,4,1,E08000035,9,3,1,1,40,2019-02-23 20:00:00
62N2203,430954,435789,2,6,U,1,7,1,E08000035,8,2,3,1,48,2019-02-23 23:10:00
62O0612,436511,434029,3,3,A6120,1,1,1,E08000035,9,1,3,2,29,2019-02-24 10:10:00
62O0763,430801,435342,2,6,U,1,1,1,E08000035,1,1,2,1,22,2019-02-24 12:09:00
62P0795,426736,433318,2,6,U,1,1,1,E08000035,9,1,3,1,57,2019-02-25 13:12:00
62P0795,426736,433318,2,6,U,1,1,1,E08000035,9,2,3,2,25,2019-02-25 13:12:00
62P1094,431970,437047,2,6,U,1,1,1,E08000035,9,1,3,1,71,2019-02-25 15:32:00
62P1144,428098,436745,1,6,U,1,1,1,E08000035,8,3,3,2,29,2019-02-25 15:45:00
62Q1186,415909,442020,3,6,U,1,1,1,E08000035,9,2,2,2,71,2019-02-26 16:05:00
62Q1332,428719,435615,2,3,A660,1,1,1,E08000035,9,1,3,2,19,2019-02-26 17:04:00
62Q1332,428719,435615,2,3,A660,1,1,1,E08000035,1,1,3,1,19,2019-02-26 17:04:00
62R0301,430878,434256,2,3,A61,1,1,1,E08000035,1,1,2,1,44,2019-02-27 08:38:00
62R0601,442527,442541,2,6,U,1,1,1,E08000035,3,1,2,1,25,2019-02-27 11:40:00
62R1010,427016,440295,2,3,A660,1,1,1,E08000035,9,1,3,1,24,2019-02-27 15:00:00
62R1010,427016,440295,2,3,A660,1,1,1,E08000035,9,1,1,2,80,2019-02-27 15:00:00
62R1078,425716,428493,2,6,U,1,1,1,E08000035,1,1,3,1,16,2019-02-27 15:29:00
62R1763,430188,431000,1,6,U,1,4,1,E08000035,9,3,2,1,10,2019-02-27 20:04:00
62S0045,437585,432318,1,6,U,1,6,1,E08000035,9,1,3,2,24,2019-02-28 00:31:00
62S0045,437585,432318,1,6,U,1,6,1,E08000035,9,2,2,2,25,2019-02-28 00:31:00
62S0366,430421,431782,2,1,M621,1,1,1,E08000035,9,1,3,1,36,2019-02-28 08:54:00
62S0366,430421,431782,2,1,M621,1,1,1,E08000035,9,1,3,2,56,2019-02-28 08:54:00
62S0639,433637,429795,1,1,M1,1,1,1,E08000035,9,3,1,1,36,2019-02-28 11:30:00
62S1154,427506,426314,2,1,M62,1,1,1,E08000035,9,1,3,1,20,2019-02-28 15:35:00
62S1506,433819,434044,2,3,A64,1,1,1,E08000035,1,1,3,1,32,2019-02-28 16:20:00
6310255,430900,430553,2,1,M621,1,1,1,E08000035,5,1,2,1,40,2019-03-01 07:24:00
6310438,430519,424291,2,1,M1,1,1,1,E08000035,9,1,3,2,48,2019-03-01 09:55:00
6310438,430519,424291,2,1,M1,1,1,1,E08000035,9,2,3,2,26,2019-03-01 09:55:00
6310909,427519,434866,1,6,U,1,1,1,E08000035,11,3,3,1,23,2019-03-01 13:50:00
6311155,428986,431151,3,6,U,1,1,1,E08000035,9,1,3,2,46,2019-03-01 15:36:00
6311269,435094,434724,2,3,A61,1,1,1,E08000035,5,1,1,1,29,2019-03-01 00:00:00
6311309,430234,435114,2,6,U,1,1,1,E08000035,3,1,3,1,18,2019-03-01 16:34:00
6311382,435158,435027,2,6,U,1,1,1,E08000035,1,1,3,2,12,2019-03-01 17:15:00
6311547,431619,426413,3,1,M62,1,4,1,E08000035,9,2,3,2,22,2019-03-01 18:25:00
6311547,431619,426413,3,1,M62,1,4,1,E08000035,9,1,3,2,60,2019-03-01 18:25:00
6320290,428994,435421,1,3,A660,2,4,1,E08000035,8,3,2,1,19,2019-03-02 04:30:00
6320717,429886,432365,2,3,A653,1,1,1,E08000035,9,2,3,2,78,2019-02-15 10:40:00
6321299,430373,424207,1,1,M1,1,1,1,E08000035,9,1,3,2,67,2019-03-02 16:13:00
6321547,434067,435142,2,6,U,2,4,2,E08000035,9,1,3,2,37,2019-03-02 18:00:00
6321547,434067,435142,2,6,U,2,4,2,E08000035,9,2,3,1,31,2019-03-02 18:00:00
6321596,422029,434307,1,4,B6155,1,4,1,E08000035,8,2,3,2,42,2019-03-02 00:30:00
6321807,429917,438280,2,6,U,2,4,2,E08000035,1,1,3,1,23,2019-03-02 19:30:00
6322001,427949,433624,2,3,A647,1,4,1,E08000035,9,1,3,1,23,2019-03-02 22:05:00
6330775,428654,434879,1,6,U,2,1,2,E08000035,4,1,2,1,21,2019-03-03 12:14:00
6340764,435734,436024,2,6,U,1,1,1,E08000035,2,1,3,1,16,2019-03-04 12:25:00
6341078,426270,435581,1,4,B6157,2,1,1,E08000035,8,2,3,1,22,2019-03-04 15:15:00
6341078,426270,435581,1,4,B6157,2,1,1,E08000035,8,2,3,2,24,2019-03-04 15:15:00
6350289,429769,437048,2,6,U,1,1,1,E08000035,1,1,2,1,34,2019-03-05 08:20:00
6350338,423827,437742,2,6,U,1,1,1,E08000035,9,1,3,2,35,2019-03-05 09:00:00
6350548,441096,433571,2,6,U,1,1,1,E08000035,9,1,2,1,61,2019-03-05 11:00:00
6350548,441096,433571,2,6,U,1,1,1,E08000035,9,1,3,1,30,2019-03-05 11:00:00
6351168,418304,441344,2,3,A6038,1,1,1,E08000035,9,1,3,1,25,2019-03-05 16:00:00
6351263,429482,430242,1,3,A653,1,1,1,E08000035,9,3,2,2,68,2019-03-05 16:50:00
6351367,430538,431515,2,1,M621,1,1,1,E08000035,9,1,3,1,41,2019-03-05 17:36:00
6351367,430538,431515,2,1,M621,1,1,1,E08000035,9,1,3,1,58,2019-03-05 17:36:00
6351848,430491,435237,2,3,A61,1,4,1,E08000035,9,1,3,2,26,2019-03-05 21:20:00
6360121,430377,433554,1,6,U,2,4,2,E08000035,9,2,3,2,30,2019-03-06 03:20:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,1,2,1,49,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,27,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,63,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,27,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,48,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,1,2,1,33,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,32,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,26,2019-03-06 06:45:00
6360200,440976,447851,2,2,A1(M),1,1,1,E08000035,9,2,3,1,41,2019-03-06 06:45:00
6360994,435035,433250,2,6,U,1,1,1,E08000035,9,1,3,1,82,2019-03-06 15:10:00
6361471,421874,435486,1,6,U,1,1,1,E08000035,9,3,3,1,51,2019-03-06 17:00:00
6361660,432241,426277,2,1,M62,2,4,1,E08000035,9,1,3,1,20,2019-03-06 20:41:00
6361660,432241,426277,2,1,M62,2,4,1,E08000035,9,2,3,1,19,2019-03-06 20:41:00
6361702,427485,437002,1,3,A660,1,4,1,E08000035,9,3,3,1,20,2019-03-06 21:14:00
6361773,430596,434563,2,6,U,1,4,1,E08000035,1,1,3,1,19,2019-03-06 21:50:00
6370208,429273,430096,2,6,U,2,1,2,E08000035,1,1,2,1,31,2019-03-07 07:00:00
6370741,426975,431791,2,3,A58,1,1,1,E08000035,1,1,3,1,51,2019-03-07 07:45:00
6371156,429773,433632,1,6,U,1,1,1,E08000035,8,3,3,2,26,2019-03-07 16:10:00
6380202,429773,427933,2,6,U,2,1,1,E08000035,3,1,3,1,41,2019-03-08 06:25:00
6380420,428520,426431,3,2,A62(M),1,1,1,E08000035,9,1,3,2,54,2019-03-08 09:38:00
6380635,419569,441597,2,3,A65,1,1,1,E08000035,9,2,3,1,92,2019-03-08 11:45:00
6380635,419569,441597,2,3,A65,1,1,1,E08000035,9,1,3,2,62,2019-03-08 11:45:00
6381096,429849,438428,2,6,U,2,1,2,E08000035,9,1,3,1,36,2019-03-08 15:40:00
6381904,427558,424520,2,6,U,2,4,2,E08000035,9,1,3,1,28,2019-03-08 22:19:00
6381904,427558,424520,2,6,U,2,4,2,E08000035,9,2,3,1,37,2019-03-08 22:19:00
6390102,424243,432741,1,4,B6154,2,4,1,E08000035,9,2,3,2,17,2019-03-09 01:11:00
6390102,424243,432741,1,4,B6154,2,4,1,E08000035,9,2,3,2,17,2019-03-09 01:11:00
6390499,428098,434516,2,6,U,2,1,5,E08000035,9,1,3,2,29,2019-03-09 09:50:00
6390739,429369,431984,2,1,M621,1,1,1,E08000035,9,1,3,1,29,2019-03-09 12:39:00
6390739,429369,431984,2,1,M621,1,1,1,E08000035,9,2,3,2,28,2019-03-09 12:39:00
6390739,429369,431984,2,1,M621,1,1,1,E08000035,9,2,3,1,9,2019-03-09 12:39:00
6390893,430325,425098,3,3,A650,1,1,1,E08000035,9,1,3,2,27,2019-03-09 13:37:00
6390893,430325,425098,3,3,A650,1,1,1,E08000035,9,1,3,2,55,2019-03-09 13:37:00
6390893,430325,425098,3,3,A650,1,1,1,E08000035,9,1,3,2,58,2019-03-09 13:37:00
6391409,424352,427938,2,1,M621,1,4,1,E08000035,9,1,3,2,29,2019-03-09 18:17:00
6391409,424352,427938,2,1,M621,1,4,1,E08000035,9,2,3,2,25,2019-03-09 18:17:00
63A0386,426793,432962,1,6,U,2,4,2,E08000035,9,2,2,1,24,2019-03-10 05:30:00
63A0386,426793,432962,1,6,U,2,4,2,E08000035,9,2,2,2,18,2019-03-10 05:30:00
63A1473,424681,438797,1,6,U,2,4,2,E08000035,9,3,3,1,34,2019-03-10 19:45:00
63A1574,436933,436354,2,6,U,2,4,6,E08000035,3,1,3,1,17,2019-03-10 20:45:00
63B0454,428588,434755,1,6,U,1,1,1,E08000035,9,3,3,2,75,2019-03-11 10:53:00
63B0703,426860,440084,1,6,U,1,4,1,E08000035,9,3,2,2,84,2019-01-21 17:45:00
63C0058,433585,435757,2,6,U,1,1,1,E08000035,9,2,3,2,6,2019-03-12 16:40:00
63C0228,425056,433371,2,4,B6154,2,1,2,E08000035,9,1,3,1,21,2019-03-12 07:20:00
63C0808,431797,431381,2,3,A639,2,1,2,E08000035,2,1,3,2,26,2019-03-12 13:30:00
63C0852,430646,434664,2,3,A58,1,1,1,E08000035,9,2,3,2,25,2019-03-12 13:55:00
63C1234,428476,425844,2,3,A643,1,7,1,E08000035,9,1,3,2,53,2019-12-03 16:50:00
63C1315,425430,440289,3,6,U,2,1,5,E08000035,5,1,2,1,21,2019-03-12 13:15:00
63C2019,430740,434684,1,6,U,2,1,4,E08000035,11,3,3,1,28,2019-03-12 17:02:00
63D0285,434620,441231,2,6,U,2,1,4,E08000035,9,1,3,2,19,2019-03-13 07:48:00
63D0285,434620,441231,2,6,U,2,1,4,E08000035,19,1,3,1,36,2019-03-13 07:48:00
63D0915,432063,427598,2,1,M1,2,1,4,E08000035,9,1,3,1,69,2019-03-13 14:25:00
63D1237,428301,434132,3,3,A65,1,1,1,E08000035,9,1,3,1,25,2019-03-07 17:00:00
63D1460,423163,434663,1,3,A647,1,4,1,E08000035,9,1,3,1,24,2019-03-13 18:45:00
63D1526,429862,426401,3,1,M62,2,4,5,E08000035,19,1,3,1,52,2019-03-13 19:19:00
63E0295,431144,436258,2,6,U,1,1,1,E08000035,9,1,3,1,51,2019-03-14 07:15:00
63E0393,431520,426436,2,1,M62,1,1,1,E08000035,9,1,3,1,34,2019-03-14 09:10:00
63E0628,425374,435317,2,6,U,1,1,4,E08000035,1,1,3,1,21,2019-03-14 11:30:00
63E1327,432635,428506,3,3,A61,1,1,4,E08000035,9,1,3,1,51,2019-03-14 17:00:00
63F0385,428522,435686,2,6,U,2,1,1,E08000035,1,1,3,2,26,2019-03-15 08:51:00
63F0680,436149,434890,2,3,A6120,1,1,1,E08000035,9,2,3,1,24,2019-03-15 11:38:00
63F0745,429617,433434,1,6,U,1,1,1,E08000035,19,3,3,2,54,2019-03-15 12:09:00
63F1298,424993,432939,1,6,U,1,1,4,E08000035,9,3,3,2,12,2019-03-15 07:45:00
63F1380,424121,428200,2,3,A62,2,1,4,E08000035,9,2,3,1,8,2019-03-15 16:55:00
63G0820,428859,430974,2,5,C,2,1,5,E08000035,9,2,3,1,28,2019-03-16 12:56:00
63G1095,429719,433500,1,6,U,1,1,1,E08000035,8,3,3,2,26,2019-03-16 11:30:00
63G1112,420081,435349,2,6,U,2,1,5,E08000035,9,1,3,2,37,2019-03-16 15:40:00
63H0520,429653,432931,2,6,U,1,7,1,E08000035,8,2,3,1,50,2019-03-16 22:00:00
63I0408,431482,435007,2,6,U,1,1,1,E08000035,9,1,3,2,29,2019-03-18 09:30:00
63I1316,419473,445032,2,3,A660,1,1,1,E08000035,1,1,3,2,34,2019-03-18 16:46:00
63I1725,428403,435451,2,6,U,1,1,1,E08000035,1,1,3,1,36,2019-03-22 17:36:00
63J0428,432075,426273,2,1,M62,1,1,1,E08000035,9,1,3,1,62,2019-03-19 10:03:00
63K0287,425967,429204,3,1,M621,1,1,1,E08000035,9,1,3,1,24,2019-03-20 07:31:00
63K0323,421516,433599,2,6,U,1,1,1,E08000035,1,1,2,1,35,2019-03-20 07:50:00
63K0393,428066,434831,1,6,U,1,1,1,E08000035,9,3,3,1,10,2019-03-20 07:30:00
63K0500,438295,432225,2,6,U,1,1,1,E08000035,9,1,3,1,36,2019-03-08 07:50:00
63K0500,438295,432225,2,6,U,1,1,1,E08000035,9,2,3,2,12,2019-03-08 07:50:00
63K0500,438295,432225,2,6,U,1,1,1,E08000035,9,2,3,2,9,2019-03-08 07:50:00
63K0500,438295,432225,2,6,U,1,1,1,E08000035,9,2,3,2,7,2019-03-08 07:50:00
63K0909,432891,430263,2,4,B6481,1,1,1,E08000035,9,2,3,2,45,2019-03-20 13:45:00
63K0993,431050,445636,1,3,A659,1,1,1,E08000035,9,2,2,1,89,2019-03-20 14:21:00
63K0993,431050,445636,1,3,A659,1,1,1,E08000035,9,1,3,1,61,2019-03-20 14:21:00
63K1286,445228,431837,1,2,A1(M),1,1,1,E08000035,9,1,2,2,20,2019-03-20 16:25:00
63K1286,445228,431837,1,2,A1(M),1,1,1,E08000035,9,2,2,1,20,2019-03-20 16:25:00
63K1423,426034,428248,2,6,U,1,1,1,E08000035,1,1,3,1,14,2019-03-20 17:25:00
63L0556,427966,433620,2,3,A647,1,1,1,E08000035,1,1,3,1,30,2019-03-21 07:50:00
63L0825,426822,434974,2,3,A65,1,1,1,E08000035,9,1,3,2,62,2019-03-21 13:08:00
63L0825,426822,434974,2,3,A65,1,1,1,E08000035,9,2,3,1,95,2019-03-21 13:08:00
63L1437,426302,431692,1,3,A58,1,1,1,E08000035,9,3,2,2,23,2019-03-21 17:20:00
63L1754,422303,427958,2,3,A650,1,4,1,E08000035,9,1,2,1,24,2019-03-21 19:41:00
